GO:id	description	Ontology	GeneRatio	BackgroundRatio	Pvalue	Adjusted_Pvalue	Qvalue	Hits	GeneIds
GO:0043901	negative regulation of multi-organism process	BP	20/617	154/16655	1.07150305732757e-06	2.05157118709653e-05	1.37753936913973e-05	20	TNFAIP3/SQSTM1/PTX3/TNIP1/ZC3H12A/TRIM21/NOD2/PROX1/OASL/C19orf66/RSAD2/DHX58/MX1/PARP10/OAS3/TRIM6/TLR2/APOBEC3G/PML/ISG15
GO:0045765	regulation of angiogenesis	BP	24/617	211/16655	1.08158622069378e-06	2.06171391095079e-05	1.38434975988193e-05	24	CCL2/TNFAIP3/CXCL8/CX3CL1/RHOB/CXCL10/TGFBR2/IL1A/ZC3H12A/PTGIS/EFNA1/LRG1/HDAC9/F3/CD34/SPHK1/WARS/TSPAN12/RGCC/WNT5A/VEGFC/PML/NOS3/IL1B
GO:0042088	T-helper 1 type immune response	BP	10/617	39/16655	1.08864385314536e-06	2.06602542702652e-05	1.38724475235031e-05	10	RELB/RIPK2/EBI3/IL18R1/JAK3/BCL3/HLX/IL18BP/STAT6/IL4R
GO:0043367	CD4-positive, alpha-beta T cell differentiation	BP	12/617	58/16655	1.12421848621621e-06	2.11940559495696e-05	1.42308717561983e-05	12	RELB/CD83/RIPK2/IL18R1/TNFSF18/JAK3/LGALS9/BCL3/RSAD2/HLX/STAT6/IL4R
GO:0022408	negative regulation of cell-cell adhesion	BP	19/617	141/16655	1.12661068069904e-06	2.11940559495696e-05	1.42308717561983e-05	19	TNFSF18/JAK3/IRF1/CYLD/LGALS9/PRKCD/PDCD1LG2/CD74/PDE5A/BMP2/PTPN2/IDO1/RGCC/HLX/CXCL12/BTN2A2/IL4R/ZNF703/SHH
GO:0048568	embryonic organ development	BP	38/617	440/16655	1.19885060805363e-06	2.24549931282394e-05	1.50775353360704e-05	38	VCAM1/CXCL8/NR2F2/CYR61/CTHRC1/MSX1/TGFBR2/JUNB/LRIG3/SMAD3/CSF2/EFNA1/RSPO3/FOXF1/TCF7/PROX1/NRP1/RNF207/NR4A3/BMP2/TP53/WNT5A/TBX1/PTCH1/FZD6/PBX1/WDR48/HLX/PKDCC/PDGFB/MDFI/ABR/NTN1/HES1/PSEN1/ID3/HS6ST1/SHH
GO:0034166	toll-like receptor 10 signaling pathway	BP	13/617	69/16655	1.25024160170485e-06	2.33161940265995e-05	1.56557936727497e-05	13	NFKB2/NFKBIA/RIPK2/IRAK2/NFKB1/MAP2K6/NOD2/NFKBIB/MAP2K3/MAP3K8/PELI2/TNIP2/DUSP4
GO:2001236	regulation of extrinsic apoptotic signaling pathway	BP	20/617	156/16655	1.31689726841493e-06	2.43484696666589e-05	1.63489211366805e-05	20	ICAM1/TNFAIP3/TRAF1/CX3CL1/IL1A/ATF3/CYLD/TNFSF10/CSF2/PMAIP1/TRAF2/NRP1/CAV1/DAPK3/IFI6/PML/PSEN2/NOS3/G0S2/IL1B
GO:0034111	negative regulation of homotypic cell-cell adhesion	BP	16/617	104/16655	1.33208537033027e-06	2.4508433399041e-05	1.64563297123014e-05	16	TNFSF18/JAK3/IRF1/CYLD/LGALS9/PRKCD/PDCD1LG2/CD74/PDE5A/PTPN2/IDO1/HLX/BTN2A2/IL4R/ZNF703/SHH
GO:0071347	cellular response to interleukin-1	BP	15/617	92/16655	1.33692707724573e-06	2.4508433399041e-05	1.64563297123014e-05	15	ICAM1/CCL2/CXCL8/CX3CL1/CCL20/IRAK2/ZC3H12A/PSMB9/NFKB1/PTGIS/NKX3-1/CCL7/KLF2/HAS2/TNIP2
GO:0060828	regulation of canonical Wnt signaling pathway	BP	26/617	244/16655	1.36223909704856e-06	2.48666357207e-05	1.66968467381331e-05	26	CTHRC1/PRICKLE1/PSMB9/NFKB1/CYLD/GPRC5B/SMAD3/PSMB10/RSPO3/PSMB8/PSME2/BAMBI/SOX7/CAV1/DAPK3/BMP2/PSME1/WNT5A/IGFBP1/FZD6/LGR4/PSMA3/NKD2/JUP/ZNF703/SHH
GO:0052548	regulation of endopeptidase activity	BP	34/617	374/16655	1.40471764664643e-06	2.55338549441047e-05	1.71448549544055e-05	34	BIRC3/CYR61/PAPLN/PSMB9/TNFSF10/LGALS9/TLR3/TNFAIP8/TNFSF15/SMAD3/PMAIP1/TRAF2/PSMB8/PSME2/F3/TICAM1/NKX3-1/BBC3/SOX7/BIRC2/BOK/PSME1/ARRB1/PSMA3/SERPINB2/IFI6/PML/TP63/ARL6IP5/CASP1/SERPINB8/CASP7/CARD16/TBC1D10A
GO:0009612	response to mechanical stimulus	BP	24/617	215/16655	1.51678968118309e-06	2.74551678425914e-05	1.84349316403853e-05	24	CCL2/NFKBIA/CXCL10/TGFBR2/JUNB/IRF1/NFKB1/TLR3/FOSL1/F3/CAV1/ECE1/POSTN/PTCH1/DMD/KCNK2/CXCL12/PIEZO1/CNTNAP2/CASP1/JUP/CD40/IL1B/ETV1
GO:0045581	negative regulation of T cell differentiation	BP	9/617	32/16655	1.61924363645502e-06	2.90654232743676e-05	1.95161469867473e-05	9	TNFSF18/JAK3/IRF1/CYLD/CD74/PTPN2/HLX/IL4R/SHH
GO:0050704	regulation of interleukin-1 secretion	BP	9/617	32/16655	1.61924363645502e-06	2.90654232743676e-05	1.95161469867473e-05	9	ZC3H12A/LGALS9/NOD2/PANX1/TRIM16/WNT5A/PML/IFNAR1/CASP1
GO:1901342	regulation of vasculature development	BP	25/617	231/16655	1.63301066934872e-06	2.91909127118435e-05	1.96004075971622e-05	25	CCL2/TNFAIP3/CXCL8/CX3CL1/RHOB/CXCL10/TGFBR2/IL1A/ZC3H12A/PTGIS/EFNA1/LRG1/HDAC9/F3/CD34/SPHK1/WARS/TSPAN12/RGCC/WNT5A/VEGFC/PML/PDGFB/NOS3/IL1B
GO:0031663	lipopolysaccharide-mediated signaling pathway	BP	11/617	50/16655	1.65298792021455e-06	2.94259171912573e-05	1.9758202717484e-05	11	CCL2/TNFAIP3/NFKBIA/RIPK2/IRAK2/PTAFR/TICAM1/LYN/TLR2/NOS3/IL1B
GO:0002695	negative regulation of leukocyte activation	BP	19/617	145/16655	1.73206832210246e-06	3.05809439820386e-05	2.05337521533113e-05	19	TNFAIP3/TNFSF18/ZC3H12A/JAK3/IRF1/CYLD/LGALS9/PDCD1LG2/CD74/PDE5A/PTPN2/IDO1/MERTK/LYN/HLX/ABR/BTN2A2/IL4R/SHH
GO:0031348	negative regulation of defense response	BP	19/617	145/16655	1.73206832210246e-06	3.05809439820386e-05	2.05337521533113e-05	19	TNFAIP3/HLA-B/HLA-E/TAP1/ZC3H12A/NFKB1/LGALS9/PTGIS/NOD2/SMAD3/PRKCD/HLA-A/PTPN2/DHX58/TNFAIP6/NMI/ABR/TRAFD1/IER3
GO:0046634	regulation of alpha-beta T cell activation	BP	13/617	71/16655	1.75598569112746e-06	3.08766790097024e-05	2.07323251523878e-05	13	CD83/HLA-E/RIPK2/EBI3/TNFSF18/TGFBR2/JAK3/IRF1/LGALS9/HLA-A/HLX/IL4R/SHH
GO:0052547	regulation of peptidase activity	BP	35/617	395/16655	1.77412588025386e-06	3.10688385859091e-05	2.08613518140249e-05	35	BIRC3/CYR61/PAPLN/PSMB9/TNFSF10/LGALS9/TLR3/TNFAIP8/TNFSF15/SMAD3/PMAIP1/TRAF2/PSMB8/PSME2/F3/TICAM1/NKX3-1/BBC3/SOX7/CAV1/BIRC2/BOK/PSME1/ARRB1/PSMA3/SERPINB2/IFI6/PML/TP63/ARL6IP5/CASP1/SERPINB8/CASP7/CARD16/TBC1D10A
GO:0060070	canonical Wnt signaling pathway	BP	29/617	296/16655	1.90852743203573e-06	3.32871910008499e-05	2.23508774056433e-05	29	CTHRC1/PRICKLE1/PSMB9/NFKB1/CYLD/GPRC5B/SMAD3/PSMB10/RSPO3/TCF7/PSMB8/PSME2/BAMBI/HOXB9/SOX7/CAV1/DAPK3/BMP2/PSME1/WNT5A/IGFBP1/FZD6/LGR4/PSMA3/NKD2/JUP/ZNF703/PSEN1/SHH
GO:0001655	urogenital system development	BP	31/617	329/16655	1.94224827696636e-06	3.37387321660124e-05	2.26540673391492e-05	31	SDC4/STAT5A/SMAD3/SGPL1/BDNF/FOXF1/PROX1/NRP1/FSTL3/GCNT1/NKX3-1/CD34/KLHL3/TNS2/BMP2/WNT5A/SMAD7/PTCH1/PBX1/LGR4/TP63/PDGFB/MTSS1/HAS2/KLF15/HES1/SMAD6/ID3/ITGB4/SHH/EFNB2
GO:0038061	NIK/NF-kappaB signaling	BP	16/617	107/16655	1.96352918920289e-06	3.39714206710284e-05	2.2810307385033e-05	16	NFKB2/RELB/BIRC3/PSMB9/NFKB1/TLR3/NOD2/TNFSF15/PSMB10/TRAF2/PSMB8/PSME2/BIRC2/PSME1/PSMA3/CARD10
GO:0097193	intrinsic apoptotic signaling pathway	BP	29/617	297/16655	2.04270439253938e-06	3.51998820922387e-05	2.36351649292557e-05	29	MSX1/SOD2/ACKR3/CYLD/PMAIP1/BCL3/VNN1/TRAF2/PRKCD/NKX3-1/GRINA/BBC3/CD74/CAV1/PTPN2/BOK/CREB3/TP53/BCL2A1/NCK1/DAPK2/DDIT4/PML/TP63/CXCL12/ARL6IP5/XBP1/CASP7/IER3
GO:0045582	positive regulation of T cell differentiation	BP	13/617	72/16655	2.07129590292253e-06	3.55503695210767e-05	2.38705017455697e-05	13	CD83/RIPK2/STAT5A/TGFBR2/IL7R/LGALS9/VNN1/CD74/HLX/IL4R/XBP1/SHH/IL1B
GO:0050927	positive regulation of positive chemotaxis	BP	8/617	25/16655	2.09700501628793e-06	3.58488000403508e-05	2.40708846481171e-05	8	CXCL8/F2RL1/SMAD3/F3/CREB3/VEGFC/CXCL12/S1PR1
GO:0051224	negative regulation of protein transport	BP	23/617	204/16655	2.10558621053508e-06	3.58532229050795e-05	2.40738544062841e-05	23	NFKBIA/F2RL1/CX3CL1/TNFRSF9/NFKBIE/RANGAP1/GBP1/ZC3H12A/CYLD/NFKBIB/RHBDF2/TNFRSF4/CD34/RSAD2/CREB3/RGCC/PARP10/LGR4/PKDCC/PML/MDFI/BTN2A2/IL1B
GO:0043405	regulation of MAP kinase activity	BP	39/617	469/16655	2.20357180556753e-06	3.73739658991531e-05	2.50949661073334e-05	39	DNAJA1/RIPK2/IRAK2/IL3RA/JAK3/PSMB9/MAP2K6/RASGRP3/CSF2RB/NOD2/CSF2/PSMB10/FGF5/EFNA1/TRAF2/PSMB8/MAP2K3/PSME2/PRKCD/DUSP8/MAP3K8/CD74/CAV1/PDE5A/TRIB2/BMP2/PSME1/WNT5A/ARRB1/SHC3/LYN/PSMA3/PDGFB/MDFI/ADORA2B/PSEN1/CD40/IL1B/DUSP4
GO:0001910	regulation of leukocyte mediated cytotoxicity	BP	11/617	52/16655	2.4989853980108e-06	4.22181533122766e-05	2.8347623833782e-05	11	ICAM1/CCL2/F2RL1/B2M/HLA-B/HLA-E/TAP1/STAT5A/IL7R/LGALS9/HLA-A
GO:0051047	positive regulation of secretion	BP	33/617	367/16655	2.54916033592055e-06	4.28975887779131e-05	2.88038347167339e-05	33	F2RL1/SDCBP/HLA-E/SDC4/IL1A/MAP2K6/PTAFR/LGALS9/GOLPH3L/GPR68/NOD2/PANX1/TNFRSF4/TRIM16/NKX3-1/CD34/SPHK1/POSTN/ACHE/RGCC/WNT5A/ARRB1/VEGFC/TRIM6/TLR2/CXCL12/IFNAR1/ADORA2B/IL4R/CASP1/XBP1/CD58/IL1B
GO:0045621	positive regulation of lymphocyte differentiation	BP	14/617	85/16655	2.65126984250825e-06	4.40866312690903e-05	2.96022241918243e-05	14	CD83/RIPK2/STAT5A/TGFBR2/IL15/IL7R/LGALS9/VNN1/CD74/HLX/IL4R/XBP1/SHH/IL1B
GO:0051153	regulation of striated muscle cell differentiation	BP	14/617	85/16655	2.65126984250825e-06	4.40866312690903e-05	2.96022241918243e-05	14	CXCL10/MSX1/PRICKLE1/HDAC9/PROX1/BMP2/TBX1/EHD1/CXCL12/RBM38/IL4R/XBP1/SHH/EFNB2
GO:1903038	negative regulation of leukocyte cell-cell adhesion	BP	15/617	97/16655	2.66122184778101e-06	4.40866312690903e-05	2.96022241918243e-05	15	TNFSF18/JAK3/IRF1/CYLD/LGALS9/PDCD1LG2/CD74/PDE5A/PTPN2/IDO1/HLX/CXCL12/BTN2A2/IL4R/SHH
GO:0060562	epithelial tube morphogenesis	BP	31/617	334/16655	2.66406638549948e-06	4.40866312690903e-05	2.96022241918243e-05	31	CSF1/RHOB/CTHRC1/CXCL10/SDC4/TGFBR2/PRICKLE1/SMAD3/FOXF1/NRP1/NKX3-1/KLHL3/RNF207/BMP2/WNT5A/PTCH1/FZD6/PBX1/LGR4/PML/MTSS1/CXCL12/NTN1/HES1/LMO4/PSEN1/B4GALT1/PRKACB/PTHLH/SHH/EFNB2
GO:0030522	intracellular receptor signaling pathway	BP	29/617	301/16655	2.67098671337803e-06	4.40866312690903e-05	2.96022241918243e-05	29	TNFAIP3/NFKBIA/BIRC3/DNAJA1/NR2F2/RIPK2/DDX58/IFIH1/IRAK2/MAP2K6/CYLD/STARD10/PTGIS/NOD2/PANX1/CYP26B1/TRIM16/NKX3-1/IRF7/PRCP/NR4A3/BIRC2/DHX58/TBX1/ALOXE3/DDX60/PLPP1/PML/CASP1
GO:0050926	regulation of positive chemotaxis	BP	8/617	26/16655	2.93115476481227e-06	4.81962394153101e-05	3.23616444102214e-05	8	CXCL8/F2RL1/SMAD3/F3/CREB3/VEGFC/CXCL12/S1PR1
GO:0042307	positive regulation of protein import into nucleus	BP	15/617	98/16655	3.03652243619978e-06	4.95505252088964e-05	3.32709874588397e-05	15	DDX58/IL18R1/ZC3H12A/C8orf4/LGALS9/TLR3/SMAD3/BAMBI/PRKCD/SPHK1/TLR2/XBP1/JUP/SHH/IL1B
GO:0097202	activation of cysteine-type endopeptidase activity	BP	15/617	98/16655	3.03652243619978e-06	4.95505252088964e-05	3.32709874588397e-05	15	TNFSF10/TLR3/TNFSF15/SMAD3/PMAIP1/TRAF2/F3/TICAM1/NKX3-1/BBC3/BOK/PML/CASP1/CASP7/TBC1D10A
GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	BP	24/617	225/16655	3.39458151213506e-06	5.51843666199164e-05	3.7053862940803e-05	24	CXCL8/SQSTM1/F2RL1/PTX3/TNIP1/TAP1/ZC3H12A/TRIM21/LGALS9/NOD2/PROX1/OASL/CAV1/C19orf66/RSAD2/MX1/PARP10/OAS3/TRIM6/TLR2/APOBEC3G/PML/CHMP4B/ISG15
GO:0030593	neutrophil chemotaxis	BP	14/617	87/16655	3.5253750628078e-06	5.70951720698346e-05	3.83368843395166e-05	14	CCL2/CXCL8/CX3CL1/CXCL1/CCL20/CXCL2/CXCL3/PIK3CD/CXADR/NOD2/CCL7/CD74/DAPK2/IL1B
GO:0032653	regulation of interleukin-10 production	BP	10/617	44/16655	3.59459856915346e-06	5.7781830731019e-05	3.87979452790012e-05	10	CD83/TNFRSF9/JAK3/LGALS9/NOD2/BCL3/PDCD1LG2/CD34/TRIB2/IDO1
GO:0045123	cellular extravasation	BP	10/617	44/16655	3.59459856915346e-06	5.7781830731019e-05	3.87979452790012e-05	10	ICAM1/CCL2/VCAM1/SELE/CX3CL1/PTAFR/PIK3CD/GCNT1/CXCL12/ABR
GO:0051250	negative regulation of lymphocyte activation	BP	17/617	125/16655	3.61292302031284e-06	5.78604920873893e-05	3.88507629028358e-05	17	TNFAIP3/TNFSF18/JAK3/IRF1/CYLD/LGALS9/PDCD1LG2/CD74/PDE5A/PTPN2/IDO1/MERTK/LYN/HLX/BTN2A2/IL4R/SHH
GO:0032735	positive regulation of interleukin-12 production	BP	9/617	35/16655	3.69002815073621e-06	5.88573387095777e-05	3.95201013472901e-05	9	LTB/RIPK2/IRF1/LGALS9/TLR3/NOD2/IDO1/TLR2/CD40
GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	BP	11/617	54/16655	3.70249275540751e-06	5.88573387095777e-05	3.95201013472901e-05	11	TNFAIP3/NFKBIA/BIRC3/RIPK2/IRAK2/MAP2K6/CYLD/NOD2/PANX1/BIRC2/CASP1
GO:0032102	negative regulation of response to external stimulus	BP	27/617	274/16655	3.85901718900037e-06	6.11200222434324e-05	4.1039393325747e-05	27	CCL2/TNFAIP3/SEMA3C/ZC3H12A/NFKB1/THBD/PTGIS/NOD2/SMAD3/PLAU/ST6GAL1/PRKCD/NRP1/CD34/PTPN2/DHX58/SEMA4B/TP53/WNT5A/TNFAIP6/SERPINB2/PDGFB/CHMP4B/ABR/NOS3/TSPAN8/IER3
GO:0045069	regulation of viral genome replication	BP	13/617	76/16655	3.8944638918193e-06	6.14554961390387e-05	4.12646492181201e-05	13	CXCL8/TNIP1/ZC3H12A/PROX1/OASL/C19orf66/RSAD2/MX1/PARP10/OAS3/TRIM6/APOBEC3G/ISG15
GO:0035710	CD4-positive, alpha-beta T cell activation	BP	12/617	65/16655	4.0068369646297e-06	6.29980059986305e-05	4.23003764072318e-05	12	RELB/CD83/RIPK2/IL18R1/TNFSF18/JAK3/LGALS9/BCL3/RSAD2/HLX/STAT6/IL4R
GO:1900180	regulation of protein localization to nucleus	BP	23/617	212/16655	4.06529894821271e-06	6.36847558869104e-05	4.27614986016786e-05	23	NFKBIA/NFKBIE/DDX58/IL18R1/ZC3H12A/C8orf4/CYLD/LGALS9/TLR3/NFKBIB/SMAD3/BCL3/BAMBI/PRKCD/SPHK1/CREB3/PARP10/TLR2/MDFI/XBP1/JUP/SHH/IL1B
GO:0071887	leukocyte apoptotic process	BP	15/617	101/16655	4.46263287555728e-06	6.90166869121116e-05	4.63416546045259e-05	15	STAT5A/JAK3/LGALS9/NOD2/ST6GAL1/IRF7/BBC3/CD74/NR4A3/IDO1/TP53/WNT5A/MERTK/LYN/CXCL12
GO:1904591	positive regulation of protein import	BP	15/617	101/16655	4.46263287555728e-06	6.90166869121116e-05	4.63416546045259e-05	15	DDX58/IL18R1/ZC3H12A/C8orf4/LGALS9/TLR3/SMAD3/BAMBI/PRKCD/SPHK1/TLR2/XBP1/JUP/SHH/IL1B
GO:1902532	negative regulation of intracellular signal transduction	BP	37/617	447/16655	4.46956419643214e-06	6.90166869121116e-05	4.63416546045259e-05	37	TNFAIP3/NFKBIA/F2RL1/DNAJA1/TNIP1/OPTN/TNIP3/SOD2/ACKR3/GBP1/ZC3H12A/ATF3/CYLD/CNKSR3/NFKBIB/VNN1/TNFAIP1/PRKCD/TNFAIP8L1/DUSP8/WWC1/LRRC4B/GRINA/CD74/CAV1/PTPN2/DHX58/CREB3/ARRB1/RNF152/LYN/DDIT4/CXCL12/PTPRR/XBP1/IL1B/DUSP4
GO:0032480	negative regulation of type I interferon production	BP	10/617	45/16655	4.4697436509933e-06	6.90166869121116e-05	4.63416546045259e-05	10	TNFAIP3/RELB/DDX58/IFIH1/CYLD/UBE2L6/TRAF3/DHX58/NMI/ISG15
GO:0002449	lymphocyte mediated immunity	BP	25/617	245/16655	4.73546294780597e-06	7.22696722071327e-05	4.8525890442555e-05	25	ICAM1/B2M/HLA-B/HLA-E/TAP1/POU2F2/STAT5A/IL7R/LGALS9/NOD2/BCL3/TRAF2/BTN3A3/PRKCD/APLF/HLA-A/IRF7/CD74/RSAD2/STAT6/BTN3A2/RNF19B/IL4R/CD40/IL1B
GO:0032732	positive regulation of interleukin-1 production	BP	9/617	36/16655	4.75961772246465e-06	7.22696722071327e-05	4.8525890442555e-05	9	CCL20/LGALS9/NOD2/SMAD3/PANX1/TRIM16/WNT5A/IFNAR1/CASP1
GO:0034405	response to fluid shear stress	BP	9/617	36/16655	4.75961772246465e-06	7.22696722071327e-05	4.8525890442555e-05	9	PLAU/F3/SMAD7/KLF2/MTSS1/HAS2/NOS3/XBP1/SMAD6
GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	BP	9/617	36/16655	4.75961772246465e-06	7.22696722071327e-05	4.8525890442555e-05	9	TNFAIP3/NFKBIA/BIRC3/RIPK2/IRAK2/MAP2K6/CYLD/NOD2/BIRC2
GO:1904950	negative regulation of establishment of protein localization	BP	23/617	214/16655	4.76429593937458e-06	7.22696722071327e-05	4.8525890442555e-05	23	NFKBIA/F2RL1/CX3CL1/TNFRSF9/NFKBIE/RANGAP1/GBP1/ZC3H12A/CYLD/NFKBIB/RHBDF2/TNFRSF4/CD34/RSAD2/CREB3/RGCC/PARP10/LGR4/PKDCC/PML/MDFI/BTN2A2/IL1B
GO:0043331	response to dsRNA	BP	13/617	78/16655	5.2535227468404e-06	7.94111438364507e-05	5.33210729762417e-05	13	NFKBIA/RIPK2/DDX58/ZC3H12A/NFKB1/TLR3/NOD2/SMAD3/PMAIP1/TICAM1/CAV1/COLEC12/MB21D1
GO:0042481	regulation of odontogenesis	BP	8/617	28/16655	5.46099451882786e-06	8.22586167381483e-05	5.52330251665033e-05	8	CSF1/MSX1/CD34/BMP2/TNFRSF11B/PAX9/SHH/SP6
GO:0002275	myeloid cell activation involved in immune response	BP	12/617	67/16655	5.57577409342122e-06	8.31156913303066e-05	5.5808512870958e-05	12	F2RL1/PTAFR/PIK3CD/LGALS9/TLR3/SBNO2/TICAM1/NR4A3/LYN/ABR/ADORA2B/IL4R
GO:0006809	nitric oxide biosynthetic process	BP	12/617	67/16655	5.57577409342122e-06	8.31156913303066e-05	5.5808512870958e-05	12	ICAM1/PTX3/ZC3H12A/PTGIS/TICAM1/CD34/CAV1/GCH1/KLF2/TLR2/NOS3/IL1B
GO:2001235	positive regulation of apoptotic signaling pathway	BP	21/617	186/16655	5.6777814295767e-06	8.43444220641946e-05	5.66335512467396e-05	21	MSX1/ATF3/CYLD/TNFSF10/LGALS9/TLR3/SMAD3/PMAIP1/TRAF2/PRKCD/TICAM1/NKX3-1/BBC3/CAV1/DAPK3/PTPN2/TP53/NCK1/PML/TP63/G0S2
GO:0034504	protein localization to nucleus	BP	31/617	347/16655	5.84971060099842e-06	8.63797765971408e-05	5.80002018494216e-05	31	NFKBIA/NFKBIE/DDX58/MSX1/IL18R1/PRICKLE1/ZC3H12A/JAK3/C8orf4/CYLD/LGALS9/TLR3/NFKBIB/SMAD3/BCL3/BAMBI/PRKCD/SPHK1/CREB3/TP53/PARP10/TLR2/GCKR/PML/MDFI/XBP1/HES1/JUP/SHH/IL1B/ARL2BP
GO:0001911	negative regulation of leukocyte mediated cytotoxicity	BP	6/617	14/16655	5.87494766549727e-06	8.63797765971408e-05	5.80002018494216e-05	6	HLA-B/HLA-E/TAP1/IL7R/LGALS9/HLA-A
GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	BP	6/617	14/16655	5.87494766549727e-06	8.63797765971408e-05	5.80002018494216e-05	6	B2M/HLA-B/TAP1/TAPBP/HLA-A/HLA-C
GO:0050868	negative regulation of T cell activation	BP	14/617	91/16655	6.07534908498872e-06	8.87206910445132e-05	5.95720224283639e-05	14	TNFSF18/JAK3/IRF1/CYLD/LGALS9/PDCD1LG2/CD74/PDE5A/PTPN2/IDO1/HLX/BTN2A2/IL4R/SHH
GO:0001666	response to hypoxia	BP	28/617	298/16655	6.40564422625935e-06	9.32280923200178e-05	6.25985431499313e-05	28	ICAM1/CCL2/VCAM1/CX3CL1/PTGIS/SLC8A3/SMAD3/PMAIP1/PLAU/NKX3-1/CD34/BBC3/CAV1/ECE1/POSTN/BMP2/BIRC2/TP53/RGCC/DDIT4/PML/PDGFB/KCNK2/CXCL12/PSEN2/CASP1/MGARP/IL1B
GO:0002287	alpha-beta T cell activation involved in immune response	BP	10/617	47/16655	6.78613224259227e-06	9.81028781915688e-05	6.58717463887091e-05	10	RELB/RIPK2/IL18R1/TNFSF18/JAK3/LGALS9/BCL3/HLX/STAT6/IL4R
GO:0002293	alpha-beta T cell differentiation involved in immune response	BP	10/617	47/16655	6.78613224259227e-06	9.81028781915688e-05	6.58717463887091e-05	10	RELB/RIPK2/IL18R1/TNFSF18/JAK3/LGALS9/BCL3/HLX/STAT6/IL4R
GO:0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus	BP	7/617	21/16655	6.83770469158549e-06	9.85178321449843e-05	6.61503696267451e-05	7	BIRC3/DDX58/IFIH1/IRF7/BIRC2/DHX58/DDX60
GO:0002009	morphogenesis of an epithelium	BP	39/617	492/16655	6.91283977036257e-06	9.92683791024065e-05	6.66543287331802e-05	39	CSF1/RHOB/CYR61/CTHRC1/CXCL10/SDC4/STAT5A/SEMA3C/TGFBR2/PRICKLE1/SMAD3/RSPO3/FOXF1/PROX1/NRP1/NKX3-1/KLHL3/RNF207/BMP2/WNT5A/TBX1/PTCH1/FZD6/VEGFC/PBX1/LGR4/PML/TP63/MTSS1/CXCL12/NTN1/HES1/LMO4/PSEN1/B4GALT1/PRKACB/PTHLH/SHH/EFNB2
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	BP	19/617	160/16655	7.55958971506577e-06	0.000108195058114629	7.26481991152325e-05	19	ICAM1/RIPK2/TNFSF18/IL15/NOD2/GPRC5B/CSF2/EFNA1/NRP1/CD74/EHD4/TP53/VEGFC/LYN/PDGFB/EFNA5/HES1/CD40/ARL2BP
GO:0050688	regulation of defense response to virus	BP	21/617	190/16655	7.9309393273129e-06	0.000112760681921003	7.57138136927423e-05	21	TNFAIP3/BIRC3/B2M/DDX58/ACKR3/ZC3H12A/IL15/LMCD1/HLA-A/TRAF3/DPF3/BIRC2/DHX58/CREB3/TRIM6/DDX60/APOBEC3G/PML/MTSS1/MB21D1/CHST3
GO:1904018	positive regulation of vasculature development	BP	17/617	133/16655	8.46541747495987e-06	0.000119963876585944	8.05504405165849e-05	17	CXCL8/CX3CL1/RHOB/TGFBR2/IL1A/ZC3H12A/PTGIS/LRG1/HDAC9/F3/CD34/SPHK1/WNT5A/VEGFC/PDGFB/NOS3/IL1B
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	12/617	70/16655	8.93831996169306e-06	0.000125581565052509	8.43224700103347e-05	12	B2M/HLA-B/HLA-E/RIPK2/NOD2/TRAF2/HLA-A/RSAD2/HLX/STAT6/CD40/IL1B
GO:0042113	B cell activation	BP	24/617	238/16655	8.94726151821448e-06	0.000125581565052509	8.43224700103347e-05	24	TNFAIP3/VCAM1/ICOSLG/POU2F2/STAT5A/JAK3/IL7R/PIK3CD/NOD2/BCL3/TNFRSF4/HDAC9/PRKCD/TICAM1/APLF/LYL1/CD74/PTPN2/TP53/LYN/STAT6/XBP1/TNIP2/CD40
GO:1990266	neutrophil migration	BP	14/617	94/16655	8.94928980295274e-06	0.000125581565052509	8.43224700103347e-05	14	CCL2/CXCL8/CX3CL1/CXCL1/CCL20/CXCL2/CXCL3/PIK3CD/CXADR/NOD2/CCL7/CD74/DAPK2/IL1B
GO:0031341	regulation of cell killing	BP	11/617	59/16655	9.15056046194012e-06	0.000127989008019604	8.59389615495948e-05	11	ICAM1/CCL2/F2RL1/B2M/HLA-B/HLA-E/TAP1/STAT5A/IL7R/LGALS9/HLA-A
GO:0002285	lymphocyte activation involved in immune response	BP	18/617	148/16655	9.35969290245754e-06	0.000130188697221256	8.74159556184358e-05	18	ICAM1/F2RL1/RELB/RIPK2/IL18R1/TNFSF18/JAK3/LGALS9/BCL3/APLF/TP53/HLX/STAT6/PSEN2/IL4R/XBP1/PSEN1/CD40
GO:1902107	positive regulation of leukocyte differentiation	BP	17/617	134/16655	9.36826744164095e-06	0.000130188697221256	8.74159556184358e-05	17	CSF1/CD83/RIPK2/STAT5A/TGFBR2/IL15/IL7R/LGALS9/GPR68/VNN1/IL34/CD74/HLX/IL4R/XBP1/SHH/IL1B
