Gene_ID	Symbol	logFC	PValue	FDR
ENSG00000130164	LDLR	-1.62183745722	0.000244818630751	0.0125178273279
ENSG00000248485	PCP4L1	2.57793749583	0.000244897232884	0.0125178273279
ENSG00000101255	TRIB3	-1.38524244416	0.000246283505389	0.0125385172818
ENSG00000143476	DTL	-2.28479536804	0.000246707750766	0.0125385172818
ENSG00000175183	CSRP2	1.49150914281	0.000251238247927	0.0127324974567
ENSG00000135480	KRT7	1.73895492879	0.000256767069829	0.0129758293447
ENSG00000168077	SCARA3	1.18951849227	0.000259569101991	0.0130803763006
ENSG00000124664	SPDEF	-1.3491082636	0.000261095569957	0.0130833816642
ENSG00000143228	NUF2	-2.75976011121	0.000261071697942	0.0130833816642
ENSG00000134690	CDCA8	-2.09367507628	0.000265118696376	0.0132477658954
ENSG00000137975	CLCA2	4.92991784373	0.000266321254241	0.0132706839508
ENSG00000133392	MYH11	1.25044517259	0.000270104657561	0.0134217186246
ENSG00000148702	HABP2	-6.85812513358	0.000271911154452	0.0134605371127
ENSG00000151725	MLF1IP	-1.89117601744	0.000272394971561	0.0134605371127
ENSG00000174669	SLC29A2	-1.35389784341	0.000281911514506	0.0138923190809
ENSG00000149809	TM7SF2	-1.34889727314	0.000286370974408	0.0140732005853
ENSG00000108602	ALDH3A1	4.4965716801	0.000290259556412	0.0142137793024
ENSG00000171791	BCL2	1.43697537093	0.000290825127271	0.0142137793024
ENSG00000106462	EZH2	-1.47171939137	0.000294741000635	0.0143658052195
ENSG00000148600	CDHR1	2.24371305011	0.000295731625696	0.0143748132719
ENSG00000140284	SLC27A2	-1.96194347162	0.000297310955653	0.0144123101573
ENSG00000105270	CLIP3	1.13190466304	0.000300541804172	0.0145294451074
ENSG00000111728	ST8SIA1	2.0585101102	0.000303291245455	0.0145441196981
ENSG00000134202	GSTM3	1.19565862166	0.00030301484099	0.0145441196981
ENSG00000171596	NMUR1	2.3202513302	0.00030194708189	0.0145441196981
ENSG00000132639	SNAP25	2.10279928278	0.000307987058439	0.0146786093021
ENSG00000138271	GPR87	2.38748531257	0.00030856429667	0.0146786093021
ENSG00000143867	OSR1	1.54010995659	0.000307599297156	0.0146786093021
ENSG00000198796	ALPK2	-4.76999197485	0.00031154460688	0.0147809687291
ENSG00000112312	GMNN	-1.2580474645	0.000312970455328	0.0148092306435
ENSG00000169876	MUC17	4.9835335145	0.000316037583788	0.0149148001513
ENSG00000029993	HMGB3	-1.43687890466	0.000317713208061	0.0149543164079
ENSG00000181392	C19orf46	-1.28596327845	0.000319712939752	0.0150088398217
ENSG00000125508	SRMS	-2.48032224615	0.000321601319183	0.0150184448505
ENSG00000164120	HPGD	2.45297735832	0.000321178817396	0.0150184448505
ENSG00000164175	SLC45A2	-2.90684157674	0.000326565759191	0.0152104610397
ENSG00000078549	ADCYAP1R1	3.33864832988	0.000328528798837	0.0152620449022
ENSG00000164611	PTTG1	-1.92048299546	0.000329682177121	0.0152758450848
ENSG00000169469	SPRR1B	3.819182314	0.000335464102624	0.0154914076217
ENSG00000196586	MYO6	-1.86300161807	0.000336071234351	0.0154914076217
ENSG00000121064	SCPEP1	1.12795292295	0.000337300379956	0.0155079935001
ENSG00000006210	CX3CL1	1.16092357584	0.000345088432492	0.0157770761698
ENSG00000105219	CNTD2	-2.95431533576	0.000344092505794	0.0157770761698
ENSG00000125848	FLRT3	1.69168749734	0.000346690613742	0.0157770761698
ENSG00000128422	KRT17	2.19004061297	0.000346264521864	0.0157770761698
ENSG00000196739	COL27A1	1.24469601314	0.000355631990416	0.0161427966336
ENSG00000151617	EDNRA	1.11113894446	0.000357896726666	0.0161936014298
ENSG00000159212	CLIC6	1.58634808082	0.000358566767462	0.0161936014298
ENSG00000146670	CDCA5	-2.22797302824	0.000360635143923	0.0162458846779
ENSG00000107518	ATRNL1	2.08756414317	0.000365438409205	0.0163517639829
ENSG00000165379	LRFN5	1.87396197688	0.000365735401602	0.0163517639829
ENSG00000169071	ROR2	1.40183340665	0.00036425972391	0.0163517639829
ENSG00000100968	NFATC4	1.12714159908	0.000368283919909	0.0164245421181
ENSG00000085831	TTC39A	-1.28747539359	0.00037098138484	0.0164625296621
ENSG00000100321	SYNGR1	1.15311382264	0.000370400314674	0.0164625296621
ENSG00000205795	CYS1	1.55677093374	0.000373652662661	0.0165399251841
ENSG00000065328	MCM10	-3.49550625086	0.000376386606489	0.0165786683288
ENSG00000115112	TFCP2L1	1.52293993964	0.00037598951777	0.0165786683288
ENSG00000065485	PDIA5	-1.20049328082	0.000382628413551	0.0167829399299
ENSG00000111845	PAK1IP1	-1.21950005254	0.000384787400153	0.0167829399299
ENSG00000114790	ARHGEF26	-1.32841776192	0.000383829765072	0.0167829399299
ENSG00000138135	CH25H	2.02695980512	0.000384136623021	0.0167829399299
ENSG00000016602	CLCA4	4.46031393079	0.000386006648966	0.0167950551485
ENSG00000127990	SGCE	1.18693934393	0.0003989499554	0.0173059528636
ENSG00000154639	CXADR	-1.31327586585	0.000399689028522	0.0173059528636
ENSG00000187840	EIF4EBP1	-1.21298471264	0.000418999123132	0.0180645072507
ENSG00000189184	PCDH18	1.18823520575	0.000419233477314	0.0180645072507
ENSG00000183807	FAM162B	2.02650782984	0.000426282062427	0.0183239655702
ENSG00000182575	NXPH3	1.34382473818	0.000430166238758	0.0184464796471
ENSG00000188624	IGFL3	6.19171770838	0.000435784709339	0.0186425981532
ENSG00000139734	DIAPH3	-3.37580755158	0.000438393061844	0.0187093153834
ENSG00000011465	DCN	1.37331102239	0.000452676937611	0.0192269140239
ENSG00000102962	CCL22	2.06815722739	0.000452363901825	0.0192269140239
ENSG00000169851	PCDH7	1.20047466832	0.000460880650244	0.0195288596668
ENSG00000175591	P2RY2	2.47412391778	0.000465419568662	0.0196744542307
ENSG00000101493	ZNF516	1.2375037756	0.000466640636056	0.0196764666716
ENSG00000172771	C3orf25	-2.12134624682	0.000468048751497	0.0196764666716
ENSG00000172893	DHCR7	-1.08333428114	0.000468776183387	0.0196764666716
ENSG00000166448	TMEM130	1.40237636681	0.000481540362745	0.0201647852841
ENSG00000117143	UAP1	-1.21099498092	0.000488872679819	0.0204238869679
ENSG00000173890	GPR160	-1.31260385432	0.000491812952962	0.0204987179156
ENSG00000091879	ANGPT2	-1.58624174008	0.000493636681861	0.0205267710203
ENSG00000177519	RPRM	2.10179706555	0.000509470135184	0.0211359017245
ENSG00000168453	HR	1.49534569301	0.000515685995341	0.0213441356633
ENSG00000164076	CAMKV	-7.79718053975	0.000517845941352	0.0213839207125
ENSG00000101463	SYNDIG1	1.97628364878	0.000528757895847	0.0217546478365
ENSG00000111057	KRT18	-1.27774557011	0.000530482191202	0.0217546478365
ENSG00000113368	LMNB1	-1.78317367525	0.000529523732683	0.0217546478365
ENSG00000163817	SLC6A20	-3.68922136681	0.000532471981558	0.0217861644014
ENSG00000205873	AC130352.1	1.32675620098	0.000537346569096	0.0219352985037
ENSG00000092051	JPH4	1.72803832485	0.000542406390958	0.0220903138952
ENSG00000115758	ODC1	-1.5643557158	0.000543620595324	0.0220903138952
ENSG00000183048	SLC25A10	-2.19553674596	0.000546622725142	0.022111570961
ENSG00000204381	LAYN	1.29645031065	0.000545567663049	0.022111570961
ENSG00000109586	GALNT7	-1.43499796231	0.000559191750685	0.022518727308
ENSG00000170312	CDK1	-2.13016397881	0.000559212747207	0.022518727308
ENSG00000102554	KLF5	1.3168375833	0.000563500830568	0.0226402957579
ENSG00000117472	TSPAN1	-1.69984680549	0.000570580070439	0.0228732087114
ENSG00000130529	TRPM4	-1.4991960678	0.00058408888803	0.0233550181774
ENSG00000188064	WNT7B	-1.34477527975	0.00058521739589	0.0233550181774
ENSG00000150051	MKX	1.43825258517	0.000588673468409	0.0234405044709
ENSG00000125931	CITED1	2.88894599437	0.000595152113788	0.0236456983471
ENSG00000060656	PTPRU	1.30227283139	0.000607128682346	0.0240679301431
ENSG00000012660	ELOVL5	-1.34499843959	0.000611740757745	0.0241969919677
ENSG00000108381	ASPA	2.01343878855	0.000615536171134	0.0242396241873
ENSG00000167553	TUBA1C	-1.18005270118	0.000614348744865	0.0242396241873
ENSG00000162595	DIRAS3	1.81890747073	0.000622440441365	0.0243502522665
ENSG00000167751	KLK2	-2.32313808449	0.000621760011479	0.0243502522665
ENSG00000221857	FXYD1	1.38025600711	0.000621701335132	0.0243502522665
ENSG00000112319	EYA4	1.50135606446	0.000624279841094	0.0243687704273
ENSG00000154645	CHODL	2.1111297539	0.000630035090214	0.0245397292016
ENSG00000163145	C1QTNF7	1.3547103337	0.000631919598015	0.0245595069913
ENSG00000108352	RAPGEFL1	1.32966766925	0.00064448863855	0.0249066524529
ENSG00000139926	FRMD6	1.36713078977	0.000645040273178	0.0249066524529
ENSG00000140506	LMAN1L	-1.72712468152	0.000643506977562	0.0249066524529
ENSG00000067445	TRO	1.23762310146	0.000648278775602	0.0249776351576
ENSG00000123096	SSPN	1.15004812664	0.000650891276129	0.0250242445579
ENSG00000153064	BANK1	-1.77556743583	0.00065245031775	0.0250302391792
ENSG00000172348	RCAN2	1.24024977829	0.000661048750954	0.0253056838375
ENSG00000087258	GNAO1	1.53195930352	0.000672164196852	0.025566603641
ENSG00000119865	CNRIP1	1.20821632512	0.000671091937451	0.025566603641
ENSG00000181585	TMIE	4.20817191731	0.000669739747745	0.025566603641
ENSG00000086570	FAT2	1.67326829328	0.000673951051059	0.0255800272337
ENSG00000104413	ESRP1	-1.1270275073	0.000680510320978	0.0257349145123
ENSG00000124749	COL21A1	1.52734927882	0.000680917072133	0.0257349145123
ENSG00000154920	EME1	-2.96430540893	0.000682781613309	0.0257508270609
ENSG00000141579	ZNF750	2.0506093248	0.000684825759183	0.0257734318946
ENSG00000164309	CMYA5	1.46148092482	0.00069267474822	0.0260139470179
ENSG00000162390	ACOT11	1.40535223116	0.000695260167103	0.0260561893297
ENSG00000198483	ANKRD35	1.57373916207	0.000702069259699	0.0262562128381
ENSG00000096088	PGC	-2.46310303918	0.000704759699839	0.0263016909737
ENSG00000158286	RNF207	1.27629435436	0.000716804960292	0.0266402556603
ENSG00000165186	PTCHD1	1.63296745623	0.000716818359601	0.0266402556603
ENSG00000239672	NME1	-1.16925285907	0.000720535280975	0.0267227211586
ENSG00000142515	KLK3	-2.51677081932	0.000722678085076	0.0267465858084
ENSG00000161888	SPC24	-4.11772245534	0.000725749144207	0.0268046355766
ENSG00000171867	PRNP	1.20203610352	0.000728343898255	0.0268448900847
ENSG00000149527	PLCH2	1.63421181896	0.000733662382254	0.0269851613135
ENSG00000138606	SHF	1.62404005657	0.000739743417819	0.0271528453302
ENSG00000106066	CPVL	1.24250745236	0.000744425138747	0.0272685832651
ENSG00000172156	CCL11	1.98083893074	0.000753005852855	0.0275263758383
ENSG00000149328	GLB1L2	-1.06585299069	0.000765495297007	0.0278946829167
ENSG00000183801	OLFML1	1.28875784632	0.000766208567139	0.0278946829167
ENSG00000172819	RARG	1.11431956106	0.000775299479908	0.0281681617558
ENSG00000089685	BIRC5	-1.95041544843	0.000777167386804	0.0281786362057
ENSG00000166002	C11orf75	-1.31971144545	0.000782287141473	0.0283067349224
ENSG00000079931	MOXD1	1.17217542493	0.000785960276903	0.0283706015648
ENSG00000185442	FAM174B	-1.11081755871	0.000787232904006	0.0283706015648
ENSG00000129195	FAM64A	-3.03475195088	0.000794365393648	0.0285124431736
ENSG00000196228	SULT1C3	-7.29865673329	0.000793671803814	0.0285124431736
ENSG00000198732	SMOC1	1.69133036139	0.000799147372203	0.028626485889
ENSG00000106541	AGR2	-1.58632790378	0.000805650650343	0.0288016071172
ENSG00000115963	RND3	1.20722023064	0.000824420078633	0.0293549496661
ENSG00000204174	PPYR1	-2.8639503336	0.000824362957319	0.0293549496661
ENSG00000183248	AC010336.1	-1.31911407509	0.000832173185519	0.0295719869651
ENSG00000060140	STYK1	-1.82637132993	0.000845240063589	0.0299766152969
ENSG00000134775	FHOD3	0.997514325144	0.000864554816533	0.0305401848953
ENSG00000166501	PRKCB	1.38432076342	0.00086324367659	0.0305401848953
ENSG00000008277	ADAM22	1.10223306767	0.00086962046756	0.0306584180253
ENSG00000109113	RAB34	1.11217894174	0.000876160152468	0.0308280492305
ENSG00000168530	MYL1	7.82465678924	0.000878197808748	0.030838918721
ENSG00000172794	RAB37	1.84898303876	0.000894249073405	0.0313408825549
ENSG00000122952	ZWINT	-1.87038273528	0.000910361513052	0.0318430177085
ENSG00000188620	HMX3	4.85940485542	0.000913180308859	0.0318791067118
ENSG00000167157	PRRX2	1.47163765593	0.000926053133722	0.0322653551806
ENSG00000203951	AL078633.1	-6.83228216965	0.000941734280343	0.0327477540488
ENSG00000184481	FOXO4	1.22285251339	0.000960759529636	0.0333443370606
ENSG00000140527	WDR93	-2.34424252046	0.000981925869241	0.0340127681192
ENSG00000160200	CBS	-1.24569777185	0.000999229087865	0.0345450536791
ENSG00000133048	CHI3L1	2.06066361061	0.00100701387911	0.0347468483355
ENSG00000166670	MMP10	2.15725259104	0.00101718961447	0.0350302037309
ENSG00000119866	BCL11A	1.92432277422	0.00104425239725	0.0358929065792
ENSG00000116337	AMPD2	1.02684919154	0.00104632392981	0.0358949472767
ENSG00000071539	TRIP13	-2.06922152555	0.00105402354021	0.03599200265
ENSG00000128591	FLNC	1.40738577135	0.00105520586277	0.03599200265
ENSG00000167900	TK1	-1.55746303186	0.00105476192591	0.03599200265
ENSG00000100979	PLTP	1.03446019153	0.00106266590317	0.0361772844403
ENSG00000076555	ACACB	1.03513535229	0.00108822561086	0.0369768698517
ENSG00000012223	LTF	2.08636701164	0.00111395864172	0.0376558070273
ENSG00000071967	CYBRD1	1.24005260857	0.00111453927409	0.0376558070273
ENSG00000106571	GLI3	1.28958581283	0.00111260512394	0.0376558070273
ENSG00000124766	SOX4	-1.41972764849	0.00112450886551	0.0379208197577
ENSG00000003249	DBNDD1	-1.36733133515	0.0011283397698	0.037978213497
ENSG00000178084	HTR3C	7.02139950015	0.00114233122535	0.0383767358363
ENSG00000143578	CREB3L4	-1.11313622298	0.00114952848467	0.0385459372896
ENSG00000152527	PLEKHH2	1.16082682208	0.00116090977192	0.038709288638
ENSG00000164045	CDC25A	-2.04519202411	0.00115985828694	0.038709288638
ENSG00000196074	SYCP2	-2.06067810858	0.00115745340559	0.038709288638
ENSG00000101938	CHRDL1	1.07592032982	0.00117165557113	0.0388551261897
ENSG00000105926	MPP6	-2.13553065029	0.00117835210879	0.0388551261897
ENSG00000107562	CXCL12	1.28722418566	0.001177070733	0.0388551261897
ENSG00000118985	ELL2	-0.997618626397	0.00117292194279	0.0388551261897
ENSG00000124225	PMEPA1	-1.35525992426	0.00117111243278	0.0388551261897
ENSG00000128655	PDE11A	2.56856480351	0.00117663580645	0.0388551261897
ENSG00000100191	SLC5A4	-2.09919706155	0.001185528273	0.0388581573128
ENSG00000124440	HIF3A	1.73390639589	0.00118573593606	0.0388581573128
ENSG00000157335	CLEC18C	-6.71931854924	0.00118701553929	0.0388581573128
ENSG00000227392	AC020907.3	-3.34413338044	0.00118715711281	0.0388581573128
ENSG00000164591	MYOZ3	1.9022988561	0.00122516004864	0.0400286265708
ENSG00000162493	PDPN	1.27606987758	0.00123184672366	0.0401735168253
ENSG00000145979	TBC1D7	-1.43045013884	0.00124108922702	0.0403274876518
ENSG00000159166	LAD1	-1.35927797292	0.00124080265118	0.0403274876518
ENSG00000158859	ADAMTS4	-2.1526706062	0.00125787058627	0.0407984607063
ENSG00000103550	C16orf88	-1.10635196187	0.00127674223549	0.0413353988001
ENSG00000189159	HN1	-1.21521173284	0.00129490541092	0.041847495698
ENSG00000105737	GRIK5	1.33657388843	0.00130983300841	0.0422533653473
ENSG00000114346	ECT2	-1.83842665433	0.00131414052128	0.0423157992041
ENSG00000080709	KCNN2	-2.06687086221	0.00132496998724	0.0425876389233
ENSG00000147100	SLC16A2	1.10245931059	0.00134057733141	0.0430117967896
ENSG00000110169	HPX	-1.77750211144	0.00136047754007	0.0435719189178
ENSG00000256269	HMBS	-1.22302996529	0.00136389759682	0.0436031706626
ENSG00000129925	TMEM8A	-1.0710106619	0.00137817568902	0.0439808159507
ENSG00000164362	TERT	-5.05394810768	0.00139655451298	0.0444877427805
ENSG00000184661	CDCA2	-3.3563936873	0.00142389787581	0.0451973562395
ENSG00000198848	CES1	1.20296517272	0.00142313193955	0.0451973562395
ENSG00000067064	IDI1	-1.07477062287	0.00143239505663	0.0453863151246
ENSG00000205667	ARSH	-5.30853169542	0.001441291592	0.0455872353009
ENSG00000189221	MAOA	-1.20049304499	0.00144600391427	0.0456553342066
ENSG00000139865	TTC6	-1.08845434966	0.00147881180747	0.0466086993523
ENSG00000090661	CERS4	-1.14799425532	0.00148307151183	0.0466605162249
ENSG00000070501	POLB	-1.08180742154	0.00150671841558	0.0473179068013
ENSG00000186910	SERPINA11	-3.23468745077	0.00150927120186	0.0473179068013
ENSG00000188706	ZDHHC9	-1.04402723905	0.0015146337381	0.0474027214982
ENSG00000175745	NR2F1	1.12599917327	0.00153421919398	0.0479315870428
ENSG00000168306	ACOX2	1.26398565032	0.00154573144217	0.0482068237709
ENSG00000162545	CAMK2N1	-1.29325002647	0.00154969879493	0.0482188145972
ENSG00000215033	AL603965.1	-2.36830371199	0.00155152192268	0.0482188145972
ENSG00000049246	PER3	1.22941383833	0.00156538406457	0.0485650197006
ENSG00000109674	NEIL3	-4.00517750624	0.0015845355489	0.0490738362099
ENSG00000163032	VSNL1	2.49808832504	0.00161535263194	0.0499415521684

